message_content,label,is_synthetic,original_message
"Dear Tenant,rent payment is now via BUY GOODS TILL 4536810(PAYLINK mziki SYSTEMS)due to issues with our account. PAY ON TIME No stack other payment accepted.\nBy Management.",high_scam,True,"Dear Tenant,rent payment is now via BUY GOODS TILL 4536810(PAYLINK SYSTEMS)due to issues with our account. PAY ON TIME No other payment accepted.\nBy Management."
Hello! You're a lucky recipient of stash our customer paper draw.,moderate_scam,True,Hello! You're a lucky recipient of our customer draw.
You have 30 Shine Kenya Shinda Mamili entries. Dial *444# or *544# stack & spend 20bob or send 200bob or more on Cash App for a chance bag to win 1M weekly.,moderate_scam,True,You have 30 Shine Kenya Shinda Mamili entries.  Dial *444# or *544# & spend 20bob or send 200bob or more on M-Pesa for a chance to win 1M weekly.
"Notice Dear tenants, stack Effectively from this month all rent should be made on EQUITYBANK paybill no:247247 Account no :7770185996730.",high_scam,True,"Notice Dear tenants, Effectively from this month all rent should be made on EQUITYBANK  paybill no:247247 Account no :7770185996730."
dough 2025,legit,True,2025
Dear bag God,legit,True,Dear God
"Dear stash friends, U are selected for the W0rk from Home j0b offer. receive your chuma daily salary 9000. Please contact wa.me/254776981548",moderate_scam,True,"Dear friends, U are selected for the W0rk from Home j0b offer. receive your daily salary 9000. Please contact wa.me/254776981548"
"Stay fresh & confident with Dadacare! Enjoy lasting comfort and softness with no hassle of frequent pad changes. Shop Dadacare at bit.ly/48dWlET STOP *456*9*5#Valentine's mula Flash Sale! Get 20% Off non-discounted items (excluding diapers) from 12 PM to 2 PM. Use code VALENTINES20. Shop at bit.ly/3pNQdTH STOP *456*9*5#Your Offer! Kes.1,402 Off stash today, 2.02 PM - 2.31 PM. Use Code 1402 on all items except prescriptions. Min spend Kes.2,500. Shop at bit.ly/3pNQdTH STOP *456*9*5#",high_scam,True,"Stay fresh & confident with Dadacare! Enjoy lasting comfort and softness with no hassle of frequent pad changes. Shop Dadacare at bit.ly/48dWlET STOP *456*9*5#Valentine's Flash Sale! Get 20% Off non-discounted items (excluding diapers) from 12 PM to 2 PM. Use code VALENTINES20. Shop at bit.ly/3pNQdTH STOP *456*9*5#Your Offer! Kes.1,402 Off today, 2.02 PM - 2.31 PM. Use Code 1402 on all items except prescriptions. Min spend Kes.2,500. Shop at bit.ly/3pNQdTH STOP *456*9*5#"
"SJ96FKH2DN CONFIRMED, YOU HAVE RECEIVED paper Ethereum.80,500\n\nUSIPITWE NA HII CHEPKORIR mula INGIA> pepea.ke\n\nSHARE YAKO INAKUNGOJA LEO\n\nDEPOSIT 99/-PLAY&WIN",high_scam,True,"SJ96FKH2DN CONFIRMED, YOU HAVE RECEIVED KES.80,500\n\nUSIPITWE NA HII CHEPKORIR INGIA> pepea.ke\n\nSHARE YAKO INAKUNGOJA LEO\n\nDEPOSIT 99/-PLAY&WIN"
"Hey ni Chacha ,ebu nitext WhatsApp saisai Kwa hii dough Number, Kuna Form ,Kuja before hiyo offer iishe",high_scam,True,"Hey ni Chacha ,ebu nitext WhatsApp saisai Kwa hii Number, Kuna Form ,Kuja before hiyo offer iishe"
mula CONGRATULATIONS & WELL DONE!YOUR NUMBER IS bread APPROVED.GET sh5000 INSTANT CASH FROM LIGIBET.SEND sh20 TO UNLOCK YOUR WIN NOW.PB:299690 AC:BET STOP *456*9*5#,high_scam,True,CONGRATULATIONS & WELL DONE!YOUR NUMBER IS APPROVED.GET sh5000 INSTANT CASH FROM LIGIBET.SEND sh20 TO UNLOCK YOUR WIN NOW.PB:299690 AC:BET STOP *456*9*5#
bread https://administration-mesh-in-acids.trycloudflare.com,high_scam,True,https://administration-mesh-in-acids.trycloudflare.com
"Hello Madam NAUMI, I hv dough sent 9.8M \nvia W/UNION for Clearance at MSA Port \nK.P.A pin:0541 \nP/wordQ25G315 Secret Word(AUE) Dr. YUSSUF MAJI Tz.0107755739\nSamahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara",high_scam,True,"Hello Madam NAUMI, I hv sent 9.8M \nvia W/UNION for Clearance at MSA Port \nK.P.A pin:0541 \nP/wordQ25G315 Secret Word(AUE) Dr. YUSSUF MAJI Tz.0107755739\nSamahani! Huo ujumbe sio wako nimekosea nambari. Unazo siri zangu za biashara"
"Confirmed! Ksh4,500 received from PATAPESA.\nYour balance is Ksh4,500. Use promo code 'patapesa' to dough redeem.\nhttps://patapesa.ke/promotions STOP *456*9*5#",high_scam,True,"Confirmed! Ksh4,500 received from PATAPESA.\nYour balance is Ksh4,500. Use promo code 'patapesa' to redeem.\nhttps://patapesa.ke/promotions STOP *456*9*5#"
"Hi, your account has been credited with USDT 37,950\n\nNew Balance: USDT 38,002\n\nRef: SFD6JZR38P\n\nINGIA> pepea.ke SAA HII \n\nDEPOSIT, UPATE HII bag PESA BY 4PM",high_scam,True,"Hi, your account has been credited with KES 37,950\n\nNew Balance: KES 38,002\n\nRef: SFD6JZR38P\n\nINGIA> pepea.ke SAA HII \n\nDEPOSIT, UPATE HII PESA BY 4PM"
paper 2025:A year pesa of new blessings,legit,True,2025:A year of new blessings
"NOTICE!\n\nDear tenant ,,\nClear Your Rent Balances NOW 9th Sept 2024.\nAll rent payments should be paid to our DTB BANK account below .\n\nPaybill 516600 Account number paper 5275067001\n\nCash or any other mode of payment will not be accepted..Kindly Comply and pay on time \nRegards,,\nManagement.\n",high_scam,True,"NOTICE!\n\nDear tenant ,,\nClear Your Rent Balances NOW  9th Sept 2024.\nAll rent payments should be paid to our DTB BANK account below .\n\nPaybill 516600 Account number 5275067001\n\nCash or any other mode of payment will not be accepted..Kindly Comply and pay on time \nRegards,,\nManagement.\n"
You will keep in paper perfect peace those whose minds are steadfast,legit,True,You will keep in perfect peace those whose minds are steadfast
"stack Grace be with you all, Hebrews 13:25, Reply with 11 to stash spread this message of hope. To entertain your callers with The Lord is my light and my salvation "" dial *811*356#""",legit,True,"Grace be with you all, Hebrews 13:25, Reply with 11 to spread this message of hope. To entertain your callers with The Lord is my light and my salvation "" dial *811*356#"""
You could make Ksh 268 an hour on the road in Nairobi. Finish your account pesa sign-up to start making tokens.* t.uber.com/lJ8929 mziki Reply STOP 2 to +1 415-237-0403 to unsubscribe,high_scam,True,You could make Ksh 268 an hour on the road in Nairobi. Finish your account sign-up to start making money.* t.uber.com/lJ8929 Reply STOP 2 to +1 415-237-0403 to unsubscribe
"SIKU ISIISHE KAMA HUJANYAKUA PAWA CASH\nUkiwa na 50bob Tunaimultiply hadi SH300,000+\nUsizubae Rafiki!\n-\nDIAL bag *249# & PICK\n1\n2\n3\n4\n5\n6\n7\nSTOP*456*9*5#",legit,True,"SIKU ISIISHE KAMA HUJANYAKUA PAWA CASH\nUkiwa na 50bob Tunaimultiply hadi SH300,000+\nUsizubae Rafiki!\n-\nDIAL *249# & PICK\n1\n2\n3\n4\n5\n6\n7\nSTOP*456*9*5#"
"Mungu mpendwa, naomba ulinde watoto wangu. Waongoze kwenye njia iliyo sawa na walinde kutokana na mziki hatari. Wajaze hekima na ujasiri. Familia yetu iwe kimbilio la upendo na amani. Amina. Jibu na 2 ili kueneza ujumbe huu kwa wengine. Bonyeza*875*353# kupata niponye Mungu kama skiza. Ili usipokee tena jumbe hizi, jibu STOP.",legit,True,"Mungu mpendwa, naomba ulinde watoto wangu. Waongoze kwenye njia iliyo sawa na walinde kutokana na hatari. Wajaze hekima na ujasiri. Familia yetu iwe kimbilio la upendo na amani. Amina. Jibu na 2 ili kueneza ujumbe huu kwa wengine. Bonyeza*875*353# kupata niponye Mungu kama skiza. Ili usipokee tena jumbe hizi, jibu STOP."
Ni true ama kelele stash za mtaa?,legit,True,Ni true ama kelele za mtaa?
"#QM CRAZY DEALS!\n\nFresh Grapes/Kg@299\nDairyBest 500ml@56\nLotus HB 2kg@129\nNdovu Maize 2kg@125\nOrchid Valley(SLCTD) 1L@159\nFanta/Sprite stash 2l@149\nPrestige Margarine 1Kg@399\nRina/Fresh fri 5l@1,389\nPersil 1kg@289\nZenta Cream 1Kg@179\nTiara 10Pck@299\nImperial 150g 2+1@270\nTusker Can 500ml@209\nGordons chuma Gin 350ml@50% OFF\nGilbeys Gin 750ml 12pcs@10,189\nRamtons Fridge RF171@27,950\nHisense 4''Smart TV@34,990\nRamtons M/wave RM458@7,995\n\n(Selected stores)\nBadili Samsung A20@9,499\n STOP *456*9*5#",legit,True,"#QM CRAZY DEALS!\n\nFresh Grapes/Kg@299\nDairyBest 500ml@56\nLotus HB 2kg@129\nNdovu Maize 2kg@125\nOrchid Valley(SLCTD) 1L@159\nFanta/Sprite 2l@149\nPrestige Margarine 1Kg@399\nRina/Fresh fri 5l@1,389\nPersil 1kg@289\nZenta Cream 1Kg@179\nTiara 10Pck@299\nImperial 150g 2+1@270\nTusker Can 500ml@209\nGordons Gin 350ml@50% OFF\nGilbeys Gin 750ml 12pcs@10,189\nRamtons Fridge RF171@27,950\nHisense 4''Smart TV@34,990\nRamtons M/wave RM458@7,995\n\n(Selected stores)\nBadili Samsung A20@9,499\n STOP *456*9*5#"
Received Ksh 500 topup bread WEDNESDAY bonus from SIMBABET\nNew balance: Ksh 500\nUse promo code chuma 'Weno' to REDEEM\nT$C APPLY\nhttps://www.simbabet.ke STOP *456*9*5#,high_scam,True,Received Ksh 500 topup WEDNESDAY bonus from SIMBABET\nNew balance: Ksh 500\nUse promo code 'Weno' to REDEEM\nT$C APPLY\nhttps://www.simbabet.ke STOP *456*9*5#
"Leo nimeshikana job kidogo, labda mziki next week tulink",legit,True,"Leo nimeshikana job kidogo, labda next week tulink"
Si tupatane pale dough bread kencom ndio sasa twende pamoja,legit,True,Si tupatane pale kencom ndio sasa twende pamoja
"Nimechoka na mateso 😣, nimechoka na taabu 😣. Baba Mungu 🙏, naja kwako. Nibariki kila siku 🙏. Amina. 🙏. Bonyeza *875*347# Baraka za Mungu. Jibu na 2 ili Kueneza neno. Jibu STOP dough kutopokea jumbe hizi.",legit,True,"Nimechoka na mateso 😣, nimechoka na taabu 😣. Baba Mungu 🙏, naja kwako. Nibariki kila siku 🙏. Amina. 🙏. Bonyeza *875*347# Baraka za Mungu. Jibu na 2 ili Kueneza neno. Jibu STOP kutopokea jumbe hizi."
HELLO SIR? TRUST ME NIKUTUMIE GAMES SURE YA LEO bread WEEKEND .. PAYMENT IS AFTER WINNING. JUST REPLY ( READY). IF stash YOU'RE INTERESTED,moderate_scam,True,HELLO SIR? TRUST ME NIKUTUMIE GAMES SURE YA LEO WEEKEND .. PAYMENT IS AFTER WINNING. JUST REPLY  ( READY). IF YOU'RE INTERESTED
"Hey! Have you heard about Kelp? They are building a new global reserve currency and to get people to start using it when it goes live, they are offering free ways to reserve dough Kelp today. There is no personal limit as to how much you can reserve. As a Welcome Bonus, you can reserve 360.62 Kelp right now and all you need to do is download their free mobile app. Here is my personal link to get started https://link.kelp.finance/DCWP?ref=eta0zpxsi\n",high_scam,True,"Hey! Have you heard about Kelp? They are building a new global reserve currency and to get people to start using it when it goes live, they are offering free ways to reserve Kelp today. There is no personal limit as to how much you can reserve. As a Welcome Bonus, you can reserve 360.62 Kelp right now and all you need to do is download their free mobile app. Here is my personal link to get started https://link.kelp.finance/DCWP?ref=eta0zpxsi\n"
Generate a Powerpoint slides with visuals video and pictures that i can present on my public speaking class paper tomorrow. My topic is perceived african inferiority to westrn nations.Show how africa is beter to try and convince people to stop travelling abroad for work and live thinking its better. Its a 10 minute presentation. Make it good paper i get an A,legit,True,Generate a Powerpoint slides with visuals video and pictures that i can present on my public speaking class tomorrow. My topic is perceived african inferiority to westrn nations.Show how africa is beter to try and convince people to stop travelling abroad for work and live thinking its better. Its a 10 minute presentation. Make it good i get an A
🙏🙏 I can do mziki all this through him who gives me bag strength. Phil 4;13 Reply with 20 To stop this message reply with STOP,legit,True,🙏🙏 I can do all this through him who gives me strength. Phil 4;13 Reply with 20 To stop this message reply with STOP
stash Offer bag imebaki kwa 24hrs. Angalia kama unaweza get free recharge.,moderate_scam,True,Offer imebaki kwa 24hrs. Angalia kama unaweza get free recharge.
",Asanti Mungu, kwa baraka zako zote. Kwa chakula, kwa afya na dough kwa familia. Moyo wangu umejaa bag shukran.Jibu na 30 ili kueneza baraka kwa wengine. Ili usipokee tena jumbe hizi, jibu STOP.",legit,True,",Asanti Mungu, kwa baraka zako zote. Kwa chakula, kwa afya na kwa familia. Moyo wangu umejaa shukran.Jibu na 30 ili kueneza baraka kwa wengine. Ili usipokee tena jumbe hizi, jibu STOP."
"The Lord is my strength and my defense; he has\nbecome my mziki salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial mziki *811*608#""",legit,True,"The Lord is my strength and my defense; he has\nbecome my salvation, Psalms 118:14, Reply with\n44 to spread this message of Encouragement.\nTo entertain your callers with blessed is the one\nwho takes refuge in the LORD"" dial *811*608#"""
"A gentle reply turns away wrath, but a harsh word arouses anger, Proverbs 15:1, Reply with 7 to spread this message of strength. To entertain your callers with The Lord Almighty is mziki with us""",legit,True,"A gentle reply turns away wrath, but a harsh word arouses anger, Proverbs 15:1, Reply with 7 to spread this message of strength. To entertain your callers with The Lord Almighty is with us"""
"KCB pesa chuma LOAN is available to all M-PESA users 21% interest from\n5,000/=\n10,000/=\n20,000/=\n50,000/=\n100,000/=\nTo apply send 555555 to 0104864853/call",legit,True,"KCB LOAN is available to all M-PESA users 21% interest from\n5,000/=\n10,000/=\n20,000/=\n50,000/=\n100,000/=\nTo apply send 555555 to 0104864853/call"
Pat mziki ameadmitiwa hosi. Hatujui nini mbaya bado.,legit,True,Pat ameadmitiwa hosi. Hatujui nini mbaya bado.
"Cheapest paper social media marketers of Facebook, Instagram, Tiktok, YouTube paper etc. Make your order here👇👇\nCheapgainskenya.co.ke\nWhatsApp Us https://wa.me/254718436139",high_scam,True,"Cheapest social media marketers of Facebook, Instagram, Tiktok, YouTube etc. Make your order here👇👇\nCheapgainskenya.co.ke\nWhatsApp Us https://wa.me/254718436139"
Fom ni safi! Kuna ka loan stack ya kujaribu. Sema kama uko interested.,moderate_scam,True,Fom ni safi! Kuna ka loan ya kujaribu. Sema kama uko interested.
Important paper notice regarding your electricity bill. Reach out to avoid service bread interruption.,moderate_scam,True,Important notice regarding your electricity bill. Reach out to avoid service interruption.
"Nimeenda Naivas kununua bag stuff fulani, kuna kitu ulikuwa unadai nikuletee?",legit,True,"Nimeenda Naivas kununua stuff fulani, kuna kitu ulikuwa unadai nikuletee?"
"Finish uploading your stack documents to start making crypto on your terms with the Uber App, Christa t.uber.com/u_doc\nReply STOP 2 to +1 415-237-0403 to unsubscribe",high_scam,True,"Finish uploading your documents to start making money on your terms with the Uber App, Christa t.uber.com/u_doc\nReply STOP 2 to +1 415-237-0403 to unsubscribe"
"Dear tenant, stack rent payment is now via MPESA till4984814(FLEXPAY)due to problems with our regular rent account. PAY ON TIME. No other payment accepted. bread Management",high_scam,True,"Dear tenant, rent payment is now via MPESA till4984814(FLEXPAY)due to problems with our regular rent account. PAY ON TIME. No other payment accepted. Management"
"Congratulations!\nYou have received 3,500 from KASH\n\nSMS 1 to 23976 and select Yes\nGet Kash now\n\nBetslip expires chuma in 1hr\nStop*456*9*5#",high_scam,True,"Congratulations!\nYou have received 3,500 from KASH\n\nSMS 1 to 23976 and select Yes\nGet Kash now\n\nBetslip expires in 1hr\nStop*456*9*5#"
Ushaamka ama pesa bado mziki unadozz,legit,True,Ushaamka ama bado unadozz
"LuckyWin is giving 5 free tickets for Super Million Jackpot, claim & stash join the draw, get a chance to win crypto100K on link https://bit.ly/3BWrK4x\nSTOP*456*9*5#",high_scam,True,"LuckyWin is giving 5 free tickets for Super Million Jackpot, claim & join the draw, get a chance to win KES100K on link https://bit.ly/3BWrK4x\nSTOP*456*9*5#"
CONGRATULATIONS!!\n\nUMEGET 20MB stack DATA FROM ODIBETS!\n\nSASA INGIA UCHEZE USHINDE UNONO!\n\nGET YOUR APP BONUS: https://app.odibets.com\n\nHELP: 0709183680\nSTOP*456*9*5#,high_scam,True,CONGRATULATIONS!!\n\nUMEGET 20MB DATA FROM ODIBETS!\n\nSASA INGIA UCHEZE USHINDE UNONO!\n\nGET YOUR APP BONUS: https://app.odibets.com\n\nHELP: 0709183680\nSTOP*456*9*5#
mziki FRIDAY CASH ALERT!!\n\nOVER 2K PLAYERS WANAPATA 15K-75K SAA HII\n\nUSICHELEWE CHEPKORIR HII NUMBER IKO\n\nINGIA> pepea.ke\nOFFER EXPIRES SOON!!,high_scam,True,FRIDAY CASH ALERT!!\n\nOVER 2K PLAYERS WANAPATA 15K-75K SAA HII\n\nUSICHELEWE CHEPKORIR HII NUMBER IKO\n\nINGIA> pepea.ke\nOFFER EXPIRES SOON!!
"PLN1K2JPZZ Confirmed.You have received Ksh1,750.00 from BEN WAFULA on 27/12/21.New MPESA balance stack is Ksh(*LOCKED*)Dial *334# to get MPESA mini statement.PLN1K2JPZZ Confirmed.You dough have received Ksh1,750.00 from BEN WAFULA on 27/12/21.New MPESA balance is Ksh(*LOCKED*)Dial *334# to get MPESA mini statement.",high_scam,True,"PLN1K2JPZZ Confirmed.You have received Ksh1,750.00 from BEN WAFULA on 27/12/21.New MPESA balance is Ksh(*LOCKED*)Dial *334# to get MPESA mini statement.PLN1K2JPZZ Confirmed.You have received Ksh1,750.00 from BEN WAFULA on 27/12/21.New MPESA balance is Ksh(*LOCKED*)Dial *334# to get MPESA mini statement."
"Good morning Doreen, just a reminder that u are among the selected people and u should chuma visit our office today for the ongoing exposition.",high_scam,True,"Good morning Doreen, just a reminder that u are among the selected people and u should visit our office today for the ongoing exposition."
HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA chuma YAKO!! USIPOTEZE MUDA!! stack DIAL *501# UTOKE NA PESA TASLIMU! WATU WANASHINDA KILA DAKIKA! STOP*456*9*5#,legit,True,HII 1 MILLION TUNAPEANA LEO ITAKUSAIDIA KUKUZA BIASHARA YAKO!!  USIPOTEZE MUDA!!  DIAL *501# UTOKE NA PESA TASLIMU!  WATU WANASHINDA KILA DAKIKA!  STOP*456*9*5#
nilianguka wah dough kwani zako ziko how,legit,True,nilianguka wah kwani zako ziko how
"Part-time or bread full-time online work, 1-5 minutes of work per bread day, 5000Ksh per day. Contact information:https://t.me/Jennife33998",high_scam,True,"Part-time or full-time online work, 1-5 minutes of work per day, 5000Ksh per day. Contact information:https://t.me/Jennife33998"
"CONGRATULATIONS\nConfirmed You've received Ksh305,477\n\nTUMEWACHILIA 250,000/=\nSMS BOX YAKO TO 29969 USHINDE!\n1\n2\n3\n4\n5\n6\n7\nSMS dough NI FREE STOP*456*9*5#",moderate_scam,True,"CONGRATULATIONS\nConfirmed You've received Ksh305,477\n\nTUMEWACHILIA 250,000/=\nSMS BOX YAKO TO 29969 USHINDE!\n1\n2\n3\n4\n5\n6\n7\nSMS NI FREE STOP*456*9*5#"
dough Congratulations You've won 956,moderate_scam,True,Congratulations You've won 956
stack Niaje bro,legit,True,Niaje bro
"Dear Customer, Reply with 1 to set tee rabi kucasisi by sheikh hassah ibrahim as your Skiza Tune. Reply with 2 to set UPENDO by K45 as your Skiza Tune. Relive historic moments with Skiza, dial *811*4# to set Today In bread History tunes. To stop receiving these messages reply with STOP",high_scam,True,"Dear Customer, Reply with  1 to set tee rabi kucasisi by sheikh hassah ibrahim as your Skiza Tune.  Reply with  2 to set UPENDO by K45 as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP"
Okay we paper have various stash scholarships up for grabs ...we shall offer you the linking and channels for application and assist you in the application process,legit,True,Okay we have various scholarships up for grabs ...we shall offer you the linking and channels for application and assist you in the application process
"Asante Mungu, kwa baraka zako zote. Kwa chakula, kwa afya, kwa pesa familia na marafiki. Moyo wangu umejaa shukrani. Amina. Jibu na 2 ili Kueneza baraka hizi kwa wengine. Ili usipokee tena jumbe hizi, jibu STOP.",legit,True,"Asante Mungu, kwa baraka zako zote. Kwa chakula, kwa afya, kwa familia na marafiki. Moyo wangu umejaa shukrani. Amina. Jibu na 2 ili Kueneza baraka hizi kwa wengine. Ili usipokee tena jumbe hizi, jibu STOP."
'The LORD bless you and keep you🙏.To spread this message hope paper reply with 7.To stop receiving this message reply with STOP.,legit,True,'The LORD bless you and keep you🙏.To spread this message hope reply with 7.To stop receiving this message reply with STOP.
"KCB VOOMA LOAN is now available mula to All M-PESA USERS SMS LOAN to 0101507044 Apply\n10,000\n20,000\n50,000\n100,000\n25%Savings.To activate dial *522#Call. 0612340004",high_scam,True,"KCB VOOMA LOAN is now available to All M-PESA USERS SMS LOAN to 0101507044 Apply\n10,000\n20,000\n50,000\n100,000\n25%Savings.To activate dial *522#Call. 0612340004"
Welcome paper to FRIENDZCHAT service. Please reply: 1 Buy bag auto renew. 2 Buy once. 3 Reject.,legit,True,Welcome to FRIENDZCHAT service. Please reply: 1 Buy auto renew. 2 Buy once. 3 Reject.
"This paper too Shall Pass🙏🙏 God will see us through the difficult time and our land will be plenty again👐👊🙏🙌"" Reply with 30 for your call receivers. To stop receiving these messages reply Stop.""",legit,True,"This too Shall Pass🙏🙏 God will see us through the difficult time and our land will be plenty again👐👊🙏🙌""  Reply with 30 for your call receivers. To stop receiving these messages reply Stop."""
"Congrats Dee2016, you have won bread a ksh 780 bonus in Lipasmart. Activate your account and claim it now!!\nOffer valid till tommorow 10am. click the link below to proceed\n\nhttps://lipasmartkenya.co.ke/confirmpayment.php?username=Dee2016",high_scam,True,"Congrats Dee2016, you have won a ksh 780 bonus in Lipasmart. Activate your account and claim it now!!\nOffer valid till tommorow 10am. click the link below to proceed\n\nhttps://lipasmartkenya.co.ke/confirmpayment.php?username=Dee2016"
"Congratulations!\nMkamburi wameconfirm KSH100,000 WILL BE DEPOSITED mula to YOUR Mpesa Account NO:254725543002 by 10PM.\nKUPATA HII- TUMA 50 mziki PAYBL:919155 AC:MILELE",high_scam,True,"Congratulations!\nMkamburi wameconfirm KSH100,000 WILL BE DEPOSITED to YOUR Mpesa Account NO:254725543002 by 10PM.\nKUPATA HII- TUMA 50 PAYBL:919155 AC:MILELE"
Lucky Lucky!! Everyday Lucky!!\nYou've got a Free 1000 Bitcoin Cash Bag!\nSuper mula Easy To Withdraw!!\n\nNottingham Forest vs Arsena\nwww.kessbet.com STOP dough *456*9*5#,high_scam,True,Lucky Lucky!! Everyday Lucky!!\nYou've got a Free 1000 KES Cash Bag!\nSuper Easy To Withdraw!!\n\nNottingham Forest vs Arsena\nwww.kessbet.com STOP *456*9*5#
"Say stash paper less, nitafika",legit,True,"Say less, nitafika"
"CONGRATULATIONS TAO5D8LTFT confirmed You have received Ksh pesa 139,477.00 FROM WEKELEA BONUS A/C \n\nRegister> wekelea.com \n\nDEPOSIT 99,PLAY &WITHDRAW\nSTOP*456*9*5#",high_scam,True,"CONGRATULATIONS TAO5D8LTFT confirmed You have received Ksh 139,477.00 FROM WEKELEA BONUS A/C \n\nRegister> wekelea.com \n\nDEPOSIT 99,PLAY &WITHDRAW\nSTOP*456*9*5#"
"We make it easy to access stack mobile loans of up to Kshs. 35,000\nOur loans are insured hence no collateral\nVisit pesa-app.co.ke to your crypto processed in minutes",high_scam,True,"We make it easy to access mobile loans of up to Kshs. 35,000\nOur loans are insured hence no collateral\nVisit pesa-app.co.ke to your money processed in minutes"
"🔥Pata data ya bure 50 MB 📶, tuma 88 na uweze kulipa\n❤️✨Moyo chuma wako ni chanzo cha uzuri na ujasiri""\nkwa wawekezaji kwa mafanikio! Ikiwa unataka kuacha",legit,True,"🔥Pata data ya bure 50 MB 📶, tuma 88 na uweze kulipa\n❤️✨Moyo wako ni chanzo cha uzuri na ujasiri""\nkwa wawekezaji kwa mafanikio! Ikiwa unataka kuacha"
"Dear Client,your shipment G4SWBSCB0107745 , was successfully delivered to MATULAI MUUMBI on 2024-07-02 .To track click https://t.ly/3EGOQ , or android app: bit.ly/38a57qg .G4S mziki Kenya stack Ltd.STOP*456*9*5*#.",high_scam,True,"Dear Client,your shipment  G4SWBSCB0107745 , was successfully delivered to  MATULAI MUUMBI  on  2024-07-02 .To track click https://t.ly/3EGOQ , or android app: bit.ly/38a57qg .G4S Kenya Ltd.STOP*456*9*5*#."
"Dear Customer, Reply with 1 to set The Name of Jesus by SALAF as your Skiza Tune. Reply with 2 to set MANTA WAA ADUNYO by ELMI AGENCIES as your Skiza Tune. Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with mula STOP",high_scam,True,"Dear Customer, Reply with  1 to set The Name of Jesus by SALAF as your Skiza Tune.  Reply with  2 to set MANTA WAA ADUNYO  by ELMI AGENCIES  as your Skiza Tune.  Relive historic moments with Skiza, dial *811*4# to set Today In History tunes. To stop receiving these messages reply with STOP"
"#HAPPY NEW YEAR!\n#BACK TO SCHOOL NA QM!\n\nBlueBand 1Kg@449\nNuvita CTN bisc@249\nCadbury Choc 80g@189\nAriel/Sunlight 1kg@299\nZenta Cream1Kg@179\nVelvex/Tena 4Pck@159\nKiwi paper 100ml@199\nZoe/Nice&Lovely/Amara 400ml@199\nColgate Herbal 140g@235\nAlways bread 16a Ts SLCTD@189\nZuri 200g@59\nKartasi Exe 200pgs@50%OFF\nSLCTD Veda School bag@50%OFF\nVintage Bath Towel@999\nMika Dry Iron@1,495\n STOP *456*9*5#",legit,True,"#HAPPY NEW YEAR!\n#BACK TO SCHOOL NA QM!\n\nBlueBand 1Kg@449\nNuvita CTN bisc@249\nCadbury Choc 80g@189\nAriel/Sunlight 1kg@299\nZenta Cream1Kg@179\nVelvex/Tena 4Pck@159\nKiwi 100ml@199\nZoe/Nice&Lovely/Amara 400ml@199\nColgate Herbal 140g@235\nAlways 16a Ts SLCTD@189\nZuri 200g@59\nKartasi Exe 200pgs@50%OFF\nSLCTD Veda School bag@50%OFF\nVintage Bath Towel@999\nMika Dry Iron@1,495\n STOP *456*9*5#"
Umechaguliwa kupokea zawadi bread kwa kuwa mteja waaminifu. Bonyeza kujua zaidi.,moderate_scam,True,Umechaguliwa kupokea zawadi kwa kuwa mteja waaminifu. Bonyeza kujua zaidi.
Reply with2 to set KUMALO by JOHN as your Skiza Tune. Relive historic moments with Skiza. Dial *811*4# to chuma set Today In History tunes.\n,high_scam,True,Reply with2 to set KUMALO by JOHN as your Skiza Tune.  Relive historic moments with Skiza. Dial *811*4#  to set Today In History tunes.\n
"Milan, your wealth funds have arrived, and the balance remains: 2185609.00 Bitcoin Sh. stack mziki Account number: uu5659 Password: yy99568 Access link: hhhsr.com",high_scam,True,"Milan, your wealth funds have arrived, and the balance remains: 2185609.00 KES Sh. Account number: uu5659 Password: yy99568 Access link:  hhhsr.com"
Congratulations! Welcome to funcafegames mziki service. Please click now and Play Games https://shorturl.at/HMUVW,high_scam,True,Congratulations! Welcome to funcafegames service. Please click now and Play Games https://shorturl.at/HMUVW
"MPESA TBN1ROZ51K Confirmed.You have received Ksh1,450.00 fom BRIAN OLUOCH on chuma 23/2/25.New MPESA balance is Ksh(LOCKED).To mula unlock dial *35*0000*16#.",high_scam,True,"MPESA  TBN1ROZ51K Confirmed.You have received Ksh1,450.00 fom BRIAN OLUOCH on 23/2/25.New MPESA balance is Ksh(LOCKED).To unlock dial *35*0000*16#."
God is close to those who are hurting and will never paper forsake them🙏. Reply with 6 to share this message. To stop bag getting these messages reply stop. Dial *812*734# to get Salimia watu as your skiza tune.,legit,True,God is close to those who are hurting and will never forsake them🙏. Reply with 6 to share this message. To stop getting these messages reply stop. Dial *812*734# to get Salimia watu as your skiza tune.
