message,msg_length,num_numbers,contains_greeting,contains_scam_keyword,num_exclamations,num_uppercase_words,code_switching
process immediate payment payment act initializer process verification,70,0,False,False,0,0,False
congratulation umeget datum odibet ucheze ushinde unono app bonus help stop,75,0,True,False,0,0,False
tuma kwa hii,12,0,True,False,0,0,False
sorry send message mistake intend send agent madam susan mistaken coz drive disclose anybodyelse cost big loss disclose dishonest person promise sound reward arrival act honestly businessman arusha tanzania currently kenya border heande mombasa port sm number hello madam susan send baroda bank clear container code use password sm,331,0,True,True,0,0,False
easy access mobile loan kshs loan insure collateral visit pesa app money process minute,87,0,False,False,0,0,False
confirm receive patapesa balance use promo code patapesa redeem stop,68,0,False,True,0,0,False
play lotto chance win guarantee ugx million today play dial bit dnd,67,0,False,False,0,0,False
kes cash giveaway stake refund bonus upto kes manchester city real madrid stop,78,0,False,False,0,0,False
samahani sio wako unazo siri zangu biashara ufute majina nambari ile utapokea soda nayo,87,0,False,False,0,0,False
blessing,8,0,False,False,0,0,False
dear customer reply set signature inaction breed doubt fear action breed confidence courage want conquer fear sit home busy stop receive message reply stop,155,0,True,False,0,0,False
iko pesa ksh iko hapa bonyeza kwa mpesa direct stop,51,0,False,True,0,0,True
interested pay online opportunity apply participate late google selfie project earn completion requirement year click whatsapp link guide registration fee upfront payment require,178,0,False,False,0,0,False
hey hear kelp build new global reserve currency people start go live offer free way reserve kelp today personal limit reserve welcome bonus reserve kelp right need download free mobile app personal link start,208,0,False,False,0,0,False
hey problem miss mark incomplete mark want upgrade result transcript,68,0,False,False,0,0,False
receive ksh login bonus enjoy ksh deposit promo mali play win stop,66,0,False,False,0,0,True
time time online work minute work day day contact information,61,0,False,False,0,0,False
cast anxiety care peter reply spread message strength entertain caller lord give strength weary,95,0,False,False,0,0,False
fatuma ali sustainability environmental impact leather space victoria wanyama program officer entrepreneur founder founder young female entrepreneur yfe diram guyo software engenerr confirme edna adhiambo mercy sustainable mobility engineer,240,0,True,False,0,0,False
hugewin ksh commission account expire login withdraw obtain stable job freely,77,0,False,False,0,0,True
year hard,9,0,False,False,0,0,False
nice nice manchester city west ham kes cash giveaway bonus upto kes distribute stop,83,0,False,False,0,0,False
madam uningalilie yangu container tatu kutoka dubai password ref,64,0,False,False,0,0,False
madam container tatu kutoka dubai password ref nifike,53,0,False,False,0,0,False
dear customer reply set psalm psalm tune reply set nasheed tune relive historic moment dial set today history tune,114,0,True,False,0,0,False
hae edna hebu text whatsapp kwa hii number saisai,49,0,True,False,0,0,False
win ticket work abroad qatar dubai win cash prize ksh dial choose box ticket today stop,87,0,False,True,0,0,True
day crazy deal omega supplement neubria swiss natural factor quest maxxomega wellman etc shop bit stop,102,0,False,False,0,0,False
offer job mara company daily salary click interview,51,0,False,False,0,0,False
dear customer reply set salaf tune reply set manta waa adunyo elmi agency tune relive historic moment dial set today history tune stop receive message reply stop,161,0,True,False,0,0,False
shall love neighbor mark reply spread message encouragement entertain caller strong lord mighty power dial,106,0,False,False,0,0,False
scholarship fully fund fund common fully fund one linking channel shall provide payment scholarship service commence process,124,0,True,False,0,0,False
phoneno lucky list today want winner cash prize available reply redeem,70,0,False,True,0,0,False
ewe mwenyezi mungu,18,0,False,False,0,0,False
gentle reply turn away wrath harsh word arouse anger proverb reply spread message strength entertain caller lord almighty,121,0,False,False,0,0,False
njaanuary deal beef steak hotdog quickchoice milk golden fry guru basmati club soda treatos zenta cream persil petal gilbey gin ramton kettle philip iron box mika fridge hisense apply stop,188,0,True,False,0,0,False
good morning guarantee profit trading hot forex click deposit trade huge profit stop,84,0,False,False,0,0,False
hello reach non governmental initiative run global campaign select individual time time night shift fill survey form select receive phone direct way forward detail,163,0,True,False,0,0,False
hey hear kelp build new global reserve currency people start go live offer free way reserve kelp today personal limit reserve welcome bonus reserve kelp right need download free mobile app personal link start,208,0,False,False,0,0,False
confirm receive kes usipitwe hii chepkorir ingia yako inakungoja leo deposit play win,85,0,True,False,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
miss mark supplementarie fail unit need class upgrade cum laude cum laude magna magna summa reach asap help fee,111,0,False,False,0,0,True
congrat win ksh bonus lipasmart activate account claim offer valid till tommorow click link proceed,99,0,False,False,0,0,True
confirm receive ali juma new mpesa balance lock unlock dial,59,0,False,True,0,0,True
hii million tunapeana leo yako usipoteze muda dial utoke pesa taslimu watu wanashinda kila dakika stop,102,0,True,False,0,0,False
afya jibu ili kueneza ujumbe huu bonyeza watoto wangu ili usipokee tena jumbe hizi jibu stop,92,0,True,False,0,0,False
ewe mwenyezi mungu,18,0,False,False,0,0,False
dear customer reply set tune tune reply set care problem tune relive historic moment dial set today history tune stop receive message reply stop,144,0,True,False,0,0,False
amazing amazing cash giveaway bonus upto distribute manchester city chelsea stop,80,0,False,False,0,0,False
boost social medium platform facebook tiktok etc whatsapp,57,0,False,False,0,0,False
god able bless abundantly thing time,36,0,True,False,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
day pizza mid month terrific marathon enjoy large classic pizza ke valid jan order stop,87,0,False,False,0,0,False
reactivate pesa account mpesa select activate use current pesa pin start key follow date birth number,101,0,False,True,0,0,True
baba mbinguni tunaomba mwaka huu uwe ushindi ufanisi shuhuda mpya tuweke mahali pazuri zaidi kuliko tulipo sasa jina daima jibu ili kueneza baraka hizi kwa wengine ili usipokee tena jumbe hizi jibu stop,202,0,True,False,0,0,False
okay scholarship grab shall offer linking channel application assist application process,88,0,True,False,0,0,False
kcb mpesa loan available mpesa user interest apply send,55,0,False,True,0,0,True
dear tenant rent payment buy good till paylink system issue account pay time payment accept management,102,0,True,False,0,0,False
wow wow bonus distribute upto kes claim stop,44,0,False,False,0,0,False
pata datum bure tuma uweze kulipa chanzo cha uzuri ujasiri kwa wawekezaji kwa mafanikio ikiwa unataka kuacha,108,0,False,False,0,0,False
join trust trade upto daily profit guarantee stop,49,0,False,False,0,0,False
tap ksh hour ride nairobi activate account today reply stop unsubscribe,71,0,False,False,0,0,True
watatamba pale nyayo leo france croatia spain netherlands cheza stop,68,0,False,False,0,0,False
friday mapesa share inakungoja chepkorir play upate hii pesa mapema,67,0,True,False,0,0,False
congratulation confirm receive sms box yako ushinde sms free stop,65,0,True,False,0,0,False
mum tumia mwalimu pesa calculator mpigie kwa,44,0,False,False,0,0,False
grace hebrews reply spread message hope entertain caller lord light salvation dial,82,0,False,False,0,0,False
congratulation receive kash sms select yes kash betslip expire stop,67,0,False,False,0,0,False
happy valentine valentinea cake cadbury choc grape orange daima esl bora exe purpose fanta sprite sunrice basmati fresh fri persil rosy pure red perfume cousina candy floss wine lolie sweet wine gilbey gin gilbey gin valid today delamere yorghut apply stop,256,0,False,False,0,0,False
ksh hour road nairobi finish account sign start make money reply stop unsubscribe,81,0,False,False,0,0,True
new digital currency develop stanford phds million member worldwide claim follow link use username invitation code,114,0,False,True,0,0,False
lucky team furahi day bonus bonyeza cheza bila airtime ushinde winning direct mpesa stop,88,0,True,True,0,0,True
kindly visit google playstore grab quick loan app loan zuricash don miss exclusive discount repayable resent application,120,0,False,False,0,0,False
hello madam marskh company accno pincode contianer refno mkapa juniour,70,0,True,True,0,0,False
rich way generous way generosity produce thanksgive god share message reply stop receive reply stop,99,0,False,False,0,0,False
dear customer tala loan available pesa user payment month apply,63,0,True,False,0,0,False
tuma kwa hii,12,0,True,False,0,0,False
hey problem missing mark want upgrade result transcript,55,0,False,False,0,0,False
hello madam send western union kindly clear container code ref pin,66,0,True,True,0,0,False
nice nice arsenal aston villa kes cash giveaway bonus upto kes distribute stop,78,0,False,False,0,0,False
madam grace send baroda bank clear container code password,58,0,False,True,0,0,False
god change time season remove king raise give wisdom wise set sign reply stop receine message reply stop,104,0,False,False,0,0,False
good news late intelligent live broadcast project earn day contact detail click,79,0,False,False,0,0,False
perfect peace mind steadfast,28,0,False,False,0,0,False
happy new year school blueband nuvita ctn bisc cadbury choc zenta velvex tena kiwi zoe nice lovely amara colgate herbal slctd zuri kartasi exe slctd veda school bag vintage bath towel mika dry iron stop,202,0,False,False,0,0,False
hello madam marskh company acc secret pin container ref sm,58,0,True,False,0,0,False
want human join exist shadow post creature vampire werewolve shifter therians etc exist ritual away ritual generally involve invocation evocation blood pact reaction call roleplay assure isn try society rule publicize existence outside world currently desperate situation need new member country especially werewolf vampire look people commit process willing risk high mental strength sure decision turning interested qualified send friend request message privately,465,0,True,True,0,0,False
phoebe hope remember ebu nitext whatsapp kindly end need thing ask,66,0,True,False,0,0,False
dear customer reply set psalm psalm tune reply set shiriyow ltd tune relive historic moment dial set today history tune,119,0,True,False,0,0,False
sowel canada work support community project group kenya need life partner sms,77,0,False,False,0,0,False
dear client qualify loan saving require sms loan,48,0,True,False,0,0,False
umeshika kenyans win hour inakungpja sms box box box box box box box stop,73,0,True,False,0,0,False
dear customer reply set tuko nyumbani tune reply set salaf tune relive historic moment dial set today history tune stop receive message reply stop,146,0,True,False,0,0,False
confirm receive ali juma new mpesa balance lock unlock dial,59,0,False,True,0,0,True
kubwa rahisi kucheza cheza ushinde nduthi probox zawadi mob play send dial,74,0,True,True,0,0,False
receive ksh tuesday bonus metabet new balance ksh use promo code redeem apply stop,82,0,False,True,0,0,True
umpendaye mfuate akufaaye akufaaye usimwache jibu ili kueneza ujumbe huu bonyeza kupata ili usipokee tena jumbe hizi jibu stop,126,0,True,False,0,0,False
dear client qualify loan saving require sms loan,48,0,True,False,0,0,False
heavenly father mercy grace lift heart gratitude bring new year pray year blessing peace success commit dream plan hand amen reply share message blessing stop recieve message reply stop,185,0,False,False,0,0,False
dear value tenant inform month rent pay lipa mpesa till number issue regular payment method till number dwella home service payment balance january form payment accept kindly payment time avoid inconvenience regard management,225,0,True,True,0,0,True
dear customer reply set nabiga scw elmi agency tune reply set saada qiyama tune relive historic moment dial set today history tune stop receive message reply stop,162,0,True,False,0,0,False
dear customer reply set joel osteen joel osteen tune reply set psalm psalm tune relive historic moment dial set today history tune,130,0,True,False,0,0,False
lucky team furahi day bonus bonyeza cheza bila airtime ushinde winning direct mpesa stop,88,0,True,True,0,0,True
powerball stand chance win guarantee ugx billion today play visit bit dnd,73,0,False,False,0,0,False
congratulation credit kes lucky number playbnew year select number win stop,75,0,False,False,0,0,False
learn earn work uber ube reply stop unsubscribe,47,0,False,False,0,0,False
powerball stand chance win guarantee ugx billion today play visit bit dnd,73,0,False,False,0,0,False
afya jibu ili kueneza ujumbe huu bonyeza protect god ili usipokee tena jumbe hizi jibu stop,91,0,True,False,0,0,False
ksh commission account expire log withdraw rush,47,0,False,False,0,0,True
manager select daily salary contact information,47,0,False,False,0,0,False
capital account balance ke account number password visit link,61,0,False,False,0,0,False
hii million tunapeana leo yako usipoteze muda dial utoke pesa taslimu watu wanashinda kila dakika stop,102,0,True,False,0,0,False
ksh hourly nairobi trip activate uber account today reply stop unsubscribe,74,0,False,False,0,0,True
know pay merchant till buy good feature branch app hello convenience,68,0,True,False,0,0,False
mdau valentine isikulemee bonus unayo count cheza aviator bet worth milli pepea hapa stop,89,0,False,False,0,0,False
tell love today tomorrow promise family friend love reply express love stop receive message reply stop,102,0,False,False,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
kes free instant withdrawal mpesa claim stop dial stop,54,0,False,True,0,0,True
notice dear tenant effective today rent pay new bank account pay bill account number kindly comply regard management,116,0,True,False,0,0,False
shine kenya shinda mamili entry dial spend send pesa chance win weekly,70,0,True,True,0,0,False
kes cash giveaway stake refund bonus upto kes liverpool leverkusen stop,71,0,False,False,0,0,False
congratulation dear applicant usaid kenya pleased inform shortlist candidate phase recruitment process base impressive profile phase recruitment process entail online interview alongside document verification receipt offer convenience transparency recruitment process contract east african staffing agency independent body partner local international institution provide interview document verification service prosper program agency provide online platform interview certificate verification register successful registration receive interview link contain basic skill test line profession email address interview base normal skill test aptitude test design determine level preparedness demand particular job apply complete test online need save response enable system automatically generate display result offhand successful candidate require avail follow pick offer letter original copy academic certificate verify original copy passport passport size photo color copy nhif nssf card bank account detail detail remuneration contain individual job offer letter register prosper program require submit refundable fee kes east african staffing agency coordinator richard nyamai subsequently send transaction message contain transaction code email help initiate registration prosper program subsequently facilitate online interview certificate verification recruiting agency registration shall close end business day september test link shall process individual come serve basis case face difficulty send registration fee reach email assistance note following send transaction code registration fee shall receive scanned receipt email payment registration status alongside test link receive link aptitude test mail successful registration sure attend skill test hour failure link shall expire inquiry case delay email response registration past hour send registration fee end interview session result generate display offhand pass fail case fail test pop icon prompt claim registration fee appear sure click reclaim registration fee regard matende usaid mercy obara send sunday august usaidke usaidke subject application procurement supply chain internship quote text,2165,0,True,True,0,0,False
hello madam leah send mtc western union kindly clear container code ref pin adam juma samahani nimekosea una siri ufute mombasa nikipata mali yangu ikiwa salama unaitwa,168,0,True,True,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
dear subscriber successfully subscribe unsubscribe dial,55,0,True,False,0,0,False
hello madam rehema send union clear container pin pin secret word ape ribe,74,0,True,True,0,0,False
kes receive patapesa freebet freebet balance kes win upto freebet link stop,75,0,False,False,0,0,False
lucky lucky everyday lucky get free kes cash bag super easy withdraw nottingham forest arsena stop,98,0,False,False,0,0,False
god refuge strength present help time trouble set message jambo card reply stop receive message reply stop,106,0,False,False,0,0,False
mpesa confirm receive ksh unlock win bonyeza uwe mshindi wetu jioni guarantee win,81,0,True,True,0,0,True
dear customer tala loan available pesa user payment month apply,63,0,True,False,0,0,False
package hold delivery incorrect dress submit update address,59,0,False,False,0,0,False
mpesa confirm receive new pesa balance ksh lock unlock dial,59,0,False,True,0,0,True
learn safety feature decide drive reply stop unsubscribe,56,0,False,False,0,0,False
ksh hour road nairobi finish account sign start make money reply stop unsubscribe,81,0,False,False,0,0,True
free mbs datum reply yes successfully bill set success get want happiness want signature stop receive reply stop,112,0,False,False,0,0,False
fee kenyan casino transaction commission deposit play stop,58,0,False,False,0,0,False
jingle way holiday spirit christmas tune christmas tune dial option subscribe jingle way holiday spirit christmas tune christmas tune dial option subscribe,155,0,False,False,0,0,False
siku cash ukiwa tunaimultiply hadi usizubae rafiki dial pick stop,65,0,False,False,0,0,False
empty,5,0,False,False,0,0,False
ksh hour nairobi activate account drive want reply stop,55,0,False,False,0,0,True
hey problem miss mark incomplete mark want upgrade result transcript,68,0,False,False,0,0,False
mercy peace love multiply jude reply spread message strength stop reply stop,76,0,False,False,0,0,False
notice dear tenant effectively month rent equitybank paybill account,68,0,True,False,0,0,False
chronicle look lord strength seek face reply set signature reply stop stop receivng message,91,0,False,False,0,0,False
dear tenant rent payment buy good till paylink system issue account pay time payment accept management,102,0,True,False,0,0,False
hello madam grace send western union clear container secret wordblue password sms,81,0,True,True,0,0,False
happy valentine valentinea cake cadbury choc grape orange daima esl bora exe purpose fanta sprite sunrice basmati fresh fri persil rosy pure red perfume cousina candy floss wine lolie sweet wine gilbey gin gilbey gin valid today delamere yorghut apply stop,256,0,False,False,0,0,False
airtelmoney receive zmw ernest musonda dial check new bal tid,61,0,False,False,0,0,False
hii million tunapeana leo yako usipoteze muda dial utoke pesa taslimu watu wanashinda kila dakika stop,102,0,True,False,0,0,False
dear subscriber active subscription service,43,0,True,False,0,0,False
dear customer reply set kenya national anthem instrumental kenya national anthem instrumental skiza tune,104,0,True,False,0,0,False
dear client receive package standard chartered bank limited card ref pkg kenya ltd track click android app bit stop,115,0,True,False,0,0,False
congratulation pass day click contact,37,0,False,False,0,0,False
lord strength defense salvation psalm reply spread message encouragement entertain caller bless take refuge lord dial,117,0,False,False,0,0,False
congratulation welcome funcafegames service click play game,59,0,False,False,0,0,False
confirm receive bakari kazungu new pesa balance ksh locked,58,0,False,False,0,0,True
samahani sio wako unazo siri zangu biashara ufute majina nambari ile itapokea soda yako susan send western union clear container secret word blue password juma,159,0,False,True,0,0,False
lord bless spread message hope reply stop receive message reply stop,68,0,False,False,0,0,False
love love reply spread message hope entertain caller kind compassionate dial,76,0,False,False,0,0,False
forgive god christ forgive ephesian reply spread message strength entertain caller faithful prayer,98,0,False,False,0,0,False
repayable week usipitwe,23,0,False,False,0,0,False
hey problem miss mark incomplete mark want upgrade result transcript,68,0,False,False,0,0,False
try log kcb mobile banking profile kcb ask code account secure share code use activation code code valid banking pin code,121,0,False,True,0,0,False
ngao yako nilinde maadui wangu wale wanaoonekana wasioonekana nijaze nguvu ujasiri kukabiliana changamoto zozote ili kueneza ujumbe huu kwa wengine bonyeza kupata sisi wale tuliobarikiwa kama,191,0,False,False,0,0,False
ulinde watoto wangu waongoze iliyo sawa walinde kutokana hatari wajaze hekima ujasiri familia yetu iwe kimbilio upendo ili kueneza ujumbe huu kwa wengine bonyeza kupata niponye mungu kama,187,0,False,False,0,0,False
god know tired,14,0,False,False,0,0,False
return god die let strive return god alive reply subscribe dial new year stop receive message reply stop,104,0,False,False,0,0,False
hello credit acc past yrs retention period payment date delete crb database sm crb report stop,94,0,True,False,0,0,False
congratulation win upto stake freebet deposit referral bonus cashback join stop,79,0,False,False,0,0,False
reminder dear tenant wish notify change rent payment mode start march rent payment pay time new secure mpesa till cash payment acceptable onwards thank regard landlord,167,0,True,True,0,0,True
hey chacha ebu nitext whatsapp saisai kwa hii number kuna form kuja hiyo offer iishe,84,0,True,False,0,0,False
receive ksh tuesday bonus metabet new balance ksh use promo code redeem apply stop,82,0,False,True,0,0,True
dear job wait accept salary high contact,40,0,True,False,0,0,False
dear tenant rent payment mpesa flexpay problem regular rent account pay time payment accept management,102,0,True,True,0,0,True
samahani sio wako unazo siri zangu biashara ufute majina soda,61,0,False,False,0,0,False
hurry kes prize await complete transaction kes branch today use paybill buy good bill payment app krisiibambe,109,0,False,True,0,0,False
receive ksh falmebet balance kes cheza aviator hapa betfalme,60,0,False,False,0,0,True
dear customer tala loan available pesa user payment month apply,63,0,True,False,0,0,False
unisaidie ninunulie watoto unga kutoka mtu duka amekataa kunipa nitakuja kukulimia nilipe,89,0,False,False,0,0,False
god know tired know try,23,0,False,False,0,0,False
lllll,5,0,False,False,0,0,False
good news mpesa ref imekuwa approve imebakia uitiwe confirm kwa kubonyeza,73,0,False,True,0,0,True
wow wow psv eindhoven arsenal bonus distribute upto kes claim stop,66,0,False,False,0,0,False
chepkorir saa hii play upate hii pesa,37,0,True,False,0,0,False
happy country receive kes bonus bet register activate promo code qbet claim stop,80,0,False,True,0,0,False
way great work love spread message reply stop receive message reply witth stop,78,0,False,False,0,0,False
sort instantly download loan app google playstore approval minute zuricash registration fee,91,0,False,False,0,0,False
discount new loan promocode valid day,37,0,False,True,0,0,False
close earn uber app open uber app today upload outstanding document finish activate account reply stop unsubscribe,114,0,False,False,0,0,False
charge airtime instantly mpesa paybill enter airtel safaricom telkom number account number stop,95,0,False,True,0,0,True
dear tenant rent payment mpesa till trade system problem regular method payment payment accept management,105,0,True,True,0,0,True
receive ksh topup wednesday bonus simbabet new balance ksh use promo code weno redeem apply stop,96,0,False,True,0,0,True
dear friend select home receive daily salary contact,52,0,True,False,0,0,False
confirm receive joel kazungu new mpesa balance ksh lock dial unlock,67,0,False,True,0,0,True
qsoko app feedback dear value customer tell experience qsoko app complete quick survey help improve link survey thank feedback stop,131,0,True,False,0,0,False
lucky play lucky enjoy return upto test luck stop,49,0,False,False,0,0,False
maliza week strong bonus unayo pepea pale sportpesa aviator cheza kuna jackpot bonus stop,89,0,False,False,0,0,False
amazing promos bonus upto ke ke cash giveaway refund psg manchester city stop,77,0,False,False,0,0,False
dear customer reply set kenya national anthem instrumental kenya national anthem instrumental tune reply set kumalo tune relive historic moment dial set today history tune,171,0,True,False,0,0,False
notice dear tenant write let know significant modification rent payment procedure effective september rent payment lipa mpesa pay bill business number account number house number apartment service agency cash mode payment accept deadline september regard management,265,0,True,True,0,0,True
dear approve temporary opportunity home daily salary click contact,66,0,True,False,0,0,False
hello madam send union clearance msa port pin secret word aue maji samahani sio wako unazo siri zangu biashara,110,0,True,True,0,0,False
hello credit acc past yrs retention period payment date delete crb database sm crb report stop,94,0,True,False,0,0,False
dear customer reply set mungu tune reply set shiriyow ltd tune relive historic moment dial set today history tune,113,0,True,False,0,0,False
hey problem miss mark incomplete mark want upgrade result transcript,68,0,False,False,0,0,False
congratulation confirm receive wekelea register deposit play withdraw,69,0,False,False,0,0,False
break news officially fast grow site kenya juubet high payout africa stop,73,0,True,False,0,0,False
congrat claim kes free rain enjoy happy hour freebet deposit final round bonus link stop,88,0,False,False,0,0,False
dear tenant rent payment mpesa till pay ease issue regular payment method pay time payment accept management,108,0,True,True,0,0,True
hello know look job time need week,34,0,True,False,0,0,False
guard heart determine course life reply inspire caller stop reply stop,70,0,False,False,0,0,False
dear customer reply set tee rabi kucasisi sheikh hassah ibrahim tune reply set upendo tune relive historic moment dial set today history tune stop receive message reply stop,173,0,True,False,0,0,False
ndio plug yako chapaa chagua box yako upate sms box yako ushinde sasa box box box box box boxa stop,99,0,True,False,0,0,False
new loan buy loan refinance million jafari credit direct mpesa crb check current payslip paper work commit low payslip loan kfs sm,130,0,False,True,0,0,True
wewe unalia msoto watu wanatajirika jet cheza jet ushinde unono win upto million pale jet tournament stop,105,0,True,False,0,0,False
lucky lucky everyday lucky get free kes cash bag super easy withdraw nottingham forest arsena stop,98,0,False,False,0,0,False
tap link log,12,0,False,False,0,0,False
ksh hour road nairobi finish account sign start make money reply stop unsubscribe,81,0,False,False,0,0,True
hello grace send clear container port mombasa code thank,56,0,True,True,0,0,False
notice dear tenant write let know significant modification year rent payment procedure effective march rent payment lipa mpesa paybill account house number apartment service cash mode payment accept move forward deadline march regard management,244,0,True,True,0,0,True
look lord strength seek face chronicle reply spread message encouragement entertain caller,90,0,False,False,0,0,False
tala loan available saving require sm wordloan,46,0,False,False,0,0,False
hello grace send clear container port mombasa code thank,56,0,True,True,0,0,False
hello manager select time job work home day info stop,53,0,True,False,0,0,False
way big money play new game super wheel cash refer friend double income stop,76,0,False,False,0,0,False
dear parent guardian child report school requirement stipulate newsletter complete school fee failure send home tomorrow collect begin opening exam contact school account office inquiry payment school paybill account playbill account regard school management,258,0,True,True,0,0,False
shine kenya shinda mamili entry dial spend send pesa chance win weekly,70,0,True,True,0,0,False
feel end month pinch get cover juza mobile loan app borrow kes kes interest rate enjoy flexibility day repay loan stop,118,0,False,False,0,0,False
hello select time time opportunity accept vacancy,49,0,True,False,0,0,False
receive ksh topup wednesday bonus simbabet new balance ksh use promo code weno redeem apply stop,96,0,False,True,0,0,True
confirm receive patapesa balance use promo code patapesa redeem stop,68,0,False,True,0,0,False
captain bonus unayo pia kuna milli worth free bet pale sportpesa aviator count grab share yako stop,99,0,False,False,0,0,False
worry,5,0,False,False,0,0,False
wow wow arsenal ipswich town bonus distribute upto kes claim stop,65,0,False,False,0,0,False
good news mpesa ref imekuwa approve imebakia uitiwe confirm kwa kubonyeza,73,0,False,True,0,0,True
replacement god arrive forget lose dear customer reply set gobta dhiiga loo shuboo skiza stop receive message reply stop,120,0,True,False,0,0,False
thank lord good love endure forever psalm reply spread message encouragement entertain caller seek lord strength dial,117,0,False,False,0,0,False
congratulation confirm receive wekelea bonus register play,58,0,False,False,0,0,False
empty,5,0,False,False,0,0,False
easily use phone earn day year old use start work stop,54,0,False,False,0,0,False
pesa loan available pesa user interest apply send,49,0,False,True,0,0,False
confirm receive grace atieno new mpesa balance ksh lock pay bill mpesa dial,75,0,False,True,0,0,True
beat congratulation win milli sportpesa mega jackpot cheza bob leo stop,71,0,False,False,0,0,False
anxious situation prayer petition thanksgive present request god reply let caller message stop reply stop,105,0,False,False,0,0,False
jingle way holiday spirit christmas tune christmas tune dial option subscribe,77,0,False,False,0,0,False
sunday flash sale code non discount item diaper order shop bit stop live flash sale february til use code non discount item diaper shop bit stop pay week sale live use code pay week item nivea cantu dove etc valid till shop bit stop hour flash sale live use code non discount item diaper min spend shop bit stop shoot flash sale live order non discount item diaper code shop bit stop flash sale live use code non discount item diaper min spend shop bit catch deal mon fri march stop flash sale live add cart apply code non discount item diaper shop bit stop day madness start tomorrow diaper crazy deal march ready shop stock stop flash sale live order apply code non discount item diaper shop bit stop day crazy deal omega supplement neubria swiss natural factor quest maxxomega wellman etc shop bit stop today roche cerave valid stock shop lotion sunscreen cleanse bar foam cleanser etc bit stop,897,0,False,True,0,0,False
good site youtube sub ksh view ksh watch hour ksh whatsapp,58,0,False,False,0,0,True
happy ramadan fresh easy red onion import orange pack hotdog kcc fino green fanta sprite ajab fresh fri golden fry guru blended pishori geisha soap meta bar soap sunlight pwd quickchoice gilbey gin morgan gold von iron box mika cooker fridge samsung uhd select store badili samsung badili samsung apply stop,307,0,False,False,0,0,False
amazing amazing cash giveaway bonus upto distribute psg manchester city stop,76,0,False,False,0,0,False
ready ksh hour nairobi activate uber account accept trip reply stop unsubscribe,79,0,False,False,0,0,True
deal krisi ziko hapa chepkorir tunasort player usichelewe time yako saa hii deposit play win withdraw,101,0,True,False,0,0,False
time right happen say lord hope caller message stop reply stop,62,0,False,False,0,0,False
dear customer reply set psalm psalm tune reply set nasheed tune relive historic moment dial set today history tune,114,0,True,False,0,0,False
dear winner receive flybet bet kes bet bet claim stop,53,0,True,False,0,0,False
dear customer reply set mungu tune reply set yatapita salaf tune relive historic moment dial set today history tune,115,0,True,False,0,0,False
nunua ama fuliza airtime airtel safaricom telkom mpesa paybill account weka,75,0,False,True,0,0,True
super super super everyday get free kes cash bag super easy withdraw aston villa chelsea stop,93,0,False,False,0,0,False
key online privacy keep hide,28,0,True,False,0,0,False
hot trading netkcb vooma loan available pesa user sm loan apply loan saving require,83,0,False,False,0,0,False
bro,3,0,False,False,0,0,False
bro,3,0,False,False,0,0,False
naskia ulipata job man,22,0,False,False,0,0,False
congrat big,11,0,False,False,0,0,False
sema,4,0,False,False,0,0,False
empty,5,0,False,False,0,0,False
hope uko poa send nitakurudishia,32,0,True,True,0,0,False
unaendelea aje,14,0,False,False,0,0,False
let know pay,12,0,False,False,0,0,False
total,5,0,False,False,0,0,False
let meet lavington wednesday discuss project,44,0,False,False,0,0,False
bless,5,0,False,False,0,0,False
safe journey god safe,21,0,False,False,0,0,False
uko wapi,8,0,False,False,0,0,False
naomba meet leo,15,0,False,False,0,0,False
unarudi home lini,17,0,False,False,0,0,False
labda tumeet westland hivyo iko sawa,36,0,True,False,0,0,False
sasa bro kuna vile nilikuwa pabaya kidogo sijui kama unawezaniokolea alafu thank,80,0,False,False,0,0,False
davy unaendelea aje sis alikuwa anataka lini,44,0,False,False,0,0,False
work kazi mob sana hadi sijapata time,37,0,False,False,0,0,False
labda nione vile week kutakuwa,30,0,False,False,0,0,False
empty,5,0,False,False,0,0,False
detail location,15,0,False,False,0,0,False
ukifika kwa roundabout turn right school alafu uingie hio barabara unipigie,75,0,True,False,0,0,False
nilikuwa najaribu kukucall lakini haupick simu urgent,53,0,False,True,0,0,False
meeting saa hii unaweza text,28,0,True,False,0,0,False
hosi hatujui bado,17,0,False,False,0,0,False
tuko yeye saa hii nairobi hospital tunangoja doc akuje,54,0,True,False,0,0,False
umefika class ama bado,22,0,False,False,0,0,False
bado,4,0,False,False,0,0,False
ebu nicall nikwambie story tulikuwa tumeongea,45,0,False,False,0,0,False
tupatane pale kencom ndio sasa twende pamoja,44,0,False,False,0,0,False
fungua whatsapp nimekutumia application form yenye utahitaji kufill,67,0,True,False,0,0,False
nimeona doo umetuma asante god bless,36,0,False,True,0,0,False
sasa mum unaweza kunitumia pesa,31,0,False,False,0,0,False
nywele wamesema itakuwa,23,0,False,False,0,0,False
fee ndio niweze kulipa,22,0,False,False,0,0,False
